Entry,Urine,Plasma,Serum,Max,DeltaUrine,DeltaPlasma,DeltaSerum,FlagUrine,FlagPlasma,FlagSerum
A0A2I2UMM1,20,18.6,18.9,20,0,1.4,1.1,0,1,1
A0A2I2UP08,23.1,27.5,27.3,27.5,4.4,0,0.2,1,0,0
M3WP64,19.3,18.3,18,19.3,0,1,1.3,0,1,1
A0A337S8S6,29.2,25.6,25.5,29.2,0,3.6,3.7,0,1,1
A0A5F5XMU9,18.5,19.3,19.1,19.3,0.8,0,0.2,0,0,0
A0A2I2UUI4,24.1,21,20.9,24.1,0,3.1,3.2,0,1,1
A0A337SVW6,21,17.7,17.2,21,0,3.3,3.8,0,1,1
A0A337RWP8,26.1,18.8,18.7,26.1,0,7.3,7.4,0,1,1
A0A2I2UV75,21.1,17.5,17.1,21.1,0,3.6,4,0,1,1
A0A5F5XV52,19.9,15.9,15.8,19.9,0,4,4.1,0,1,1
A0A2I2U4V9,18.8,12.3,12.6,18.8,0,6.5,6.2,0,1,1
M3X2R3,24.3,21.5,21.4,24.3,0,2.8,2.9,0,1,1
A0A5F5XVL7,25.1,18.8,19,25.1,0,6.3,6.1,0,1,1
A0A5F5XTD9,24.2,19.6,19.3,24.2,0,4.6,4.9,0,1,1
A0A5F5XKI3,22,18.5,18.6,22,0,3.5,3.4,0,1,1
A0A2I2UYB0,21.9,16.5,17.1,21.9,0,5.4,4.8,0,1,1
A0A337SM43,21.3,26.1,26.2,26.2,4.9,0.1,0,1,0,0
A0A337SE00,21.8,24.2,26.7,26.7,4.9,2.5,0,1,1,0
A0A2I2U006,19.9,14.1,12.6,19.9,0,5.8,7.3,0,1,1
A0A5F5XZS8,21.9,12.3,13.1,21.9,0,9.6,8.8,0,1,1
A0A5F5XT89,25.1,20.1,19.8,25.1,0,5,5.3,0,1,1
A0A2I2UKK1,28.1,28.7,28.9,28.9,0.8,0.2,0,0,0,0
A0A5F5XFU6,22.2,23.8,24,24,1.8,0.2,0,1,0,0
A0A2I2UT16,25.1,23.8,23.8,25.1,0,1.3,1.3,0,1,1
M3WBI8,20.3,16,17.3,20.3,0,4.3,3,0,1,1
M3W3Q0,21.1,19,16.9,21.1,0,2.1,4.2,0,1,1
A0A5F5XEY9,26.5,22.1,21.9,26.5,0,4.4,4.6,0,1,1
A0A2I2UXL4,22.2,25,26.2,26.2,4,1.2,0,1,1,0
A0A2I2U6J8,18.8,22.7,24.1,24.1,5.3,1.4,0,1,1,0
M3WVZ4,17,20.9,20.6,20.9,3.9,0,0.3,1,0,0
A0A2I2U232,23.5,23.4,23.6,23.6,0.1,0.2,0,0,0,0
A0A2I2U5B2,26.6,17.2,17.5,26.6,0,9.4,9.1,0,1,1
A0A2I2U227,30.5,23.2,23.7,30.5,0,7.3,6.8,0,1,1
A0A5F5XBZ0,21.3,17.8,18.2,21.3,0,3.5,3.1,0,1,1
A0A5F5Y107,20,19.2,19.4,20,0,0.8,0.6,0,0,0
A0A337SQ74,23.2,18,18.7,23.2,0,5.2,4.5,0,1,1
A0A5F5XCJ2,24.3,14.9,15.3,24.3,0,9.4,9,0,1,1
A0A5F5XZ26,26,16.4,16.7,26,0,9.6,9.3,0,1,1
A0A5F5XEP4,16.1,21,20.7,21,4.9,0,0.3,1,0,0
A0A2I2UIM4,22.1,19.1,19.7,22.1,0,3,2.4,0,1,1
A0A2I2UFN2,12.9,14.6,15.2,15.2,2.3,0.6,0,1,0,0
A0A5F5XD04,26.4,24.3,24.9,26.4,0,2.1,1.5,0,1,1
A0A2I2U7X7,21.8,20,19.8,21.8,0,1.8,2,0,1,1
A0A337S014,23.7,20.4,19.9,23.7,0,3.3,3.8,0,1,1
A0A2I2UYG1,19,16.5,17.3,19,0,2.5,1.7,0,1,1
A0A5F5XH25,21.8,16,17.4,21.8,0,5.8,4.4,0,1,1
A0A5F5XJG5,19,21.1,23,23,4,1.9,0,1,1,0
A0A5F5XI37,26.5,29.2,30,30,3.5,0.8,0,1,0,0
A0A337SF46,25,18.6,19.4,25,0,6.4,5.6,0,1,1
A0A5F5XQF5,20.6,17.9,17.4,20.6,0,2.7,3.2,0,1,1
A0A337S103,21.5,14.9,14.4,21.5,0,6.6,7.1,0,1,1
M3XB79,16.7,18.4,18.4,18.4,1.7,0,0,1,0,0
A0A2I2V287,22.2,14.6,14.8,22.2,0,7.6,7.4,0,1,1
A0A5F5XP31,18.5,10,10,18.5,0,8.5,8.5,0,1,1
A0A2I2UAR3,24.4,18.5,17.9,24.4,0,5.9,6.5,0,1,1
M3WFA5,19.5,19.6,20.2,20.2,0.7,0.6,0,0,0,0
M3WB92,23.1,20.6,20.5,23.1,0,2.5,2.6,0,1,1
A0A337S1P2,28.6,26.8,26.9,28.6,0,1.8,1.7,0,1,1
M3VU91,23.2,19.2,18.6,23.2,0,4,4.6,0,1,1
M3W5B5,30.2,26.9,26.7,30.2,0,3.3,3.5,0,1,1
A0A2I2UQB6,28.7,23.2,22.1,28.7,0,5.5,6.6,0,1,1
M3W2W3,22.6,25,25.2,25.2,2.6,0.2,0,1,0,0
A0A5F5Y4L2,21.8,20.4,20.3,21.8,0,1.4,1.5,0,1,1
M3X588,18.8,16.1,17.9,18.8,0,2.7,0.9,0,1,0
M3X167,23.5,15.7,16.2,23.5,0,7.8,7.3,0,1,1
M3W4V0,21.7,16.9,17,21.7,0,4.8,4.7,0,1,1
M3X2H7,21.7,16.9,17,21.7,0,4.8,4.7,0,1,1
A0A2I2V4D2,20.9,12.8,15.2,20.9,0,8.1,5.7,0,1,1
A0A2I2UKX6,25.9,19.8,19.8,25.9,0,6.1,6.1,0,1,1
A0A5F5XMF4,20.5,15.1,16,20.5,0,5.4,4.5,0,1,1
A0A5F5XBY8,15.3,16.1,16,16.1,0.8,0,0.1,0,0,0
A0A337S431,25.7,20,19.7,25.7,0,5.7,6,0,1,1
A0A337S8E4,20.4,14.1,14.8,20.4,0,6.3,5.6,0,1,1
A0A140CWF2,23.3,19.9,20.4,23.3,0,3.4,2.9,0,1,1
A0A2I2UXX3,28,22.4,22.2,28,0,5.6,5.8,0,1,1
A0A2I2V3V6,29.5,23.6,25.3,29.5,0,5.9,4.2,0,1,1
A0A5F5XC36,26.2,18.2,18.5,26.2,0,8,7.7,0,1,1
A0A2I2U619,20.8,23,23.2,23.2,2.4,0.2,0,1,0,0
A0A337SJ42,29.1,19.8,19.3,29.1,0,9.3,9.8,0,1,1
M3VTY7,19.1,15.9,15.9,19.1,0,3.2,3.2,0,1,1
M3VU52,15.8,16.1,15.6,16.1,0.3,0,0.5,0,0,0
M3WY30,19.2,15.9,15.4,19.2,0,3.3,3.8,0,1,1
A0A2I2U035,19.4,13.2,14.4,19.4,0,6.2,5,0,1,1
A0A2I2UP64,21.9,20.5,20.5,21.9,0,1.4,1.4,0,1,1
A0A2I2UCN9,17,16.5,15.9,17,0,0.5,1.1,0,0,1
M3VUP6,29,20.1,20.7,29,0,8.9,8.3,0,1,1
A0A2I2UY37,18.4,10.3,10.6,18.4,0,8.1,7.8,0,1,1
A0A337SQ63,24.7,19.2,19.6,24.7,0,5.5,5.1,0,1,1
A0A5F5Y426,24.7,24.7,25.3,25.3,0.6,0.6,0,0,0,0
A0A5F5XC46,10.5,18.7,10.8,18.7,8.2,0,7.9,1,0,1
A0A5F5Y2G5,22.1,20.7,20.2,22.1,0,1.4,1.9,0,1,1
M3WBE5,19.7,16.6,16,19.7,0,3.1,3.7,0,1,1
A0A5F5XUG7,19,15.9,16.1,19,0,3.1,2.9,0,1,1
A0A2I2UJS0,17.9,17.1,17.7,17.9,0,0.8,0.2,0,0,0
O46432,25.5,25.8,27,27,1.5,1.2,0,1,1,0
A0A337RVS9,23.3,23.3,22.3,23.3,0,0,1,0,0,0
A0A337SHI7,21.7,17.6,17.6,21.7,0,4.1,4.1,0,1,1
A0A337S396,16.5,18.2,17.9,18.2,1.7,0,0.3,1,0,0
A0A337S9V8,17.9,18.5,19,19,1.1,0.5,0,1,0,0
M3WAB7,21,18.3,15.8,21,0,2.7,5.2,0,1,1
M3XB86,20.7,21.1,21,21.1,0.4,0,0.1,0,0,0
A0A2I2UHZ6,21.3,22,22.4,22.4,1.1,0.4,0,1,0,0
A0A337S8F8,26.5,20.7,20.6,26.5,0,5.8,5.9,0,1,1
A0A5F5Y096,20.1,20.7,20.7,20.7,0.6,0,0,0,0,0
A0A2I2UI11,19.9,21.3,20.7,21.3,1.4,0,0.6,1,0,0
A0A5F5XHB5,21.1,20.2,21,21.1,0,0.9,0.1,0,0,0
Q7YRU4,24.1,21.6,21.3,24.1,0,2.5,2.8,0,1,1
K0J107,17.1,10.3,10.7,17.1,0,6.8,6.4,0,1,1
A0A337S3Q9,20.1,16.2,16.1,20.1,0,3.9,4,0,1,1
A0A2I2UC58,23.9,19.8,19.7,23.9,0,4.1,4.2,0,1,1
M3W126,26,26.8,27.7,27.7,1.7,0.9,0,1,0,0
M3WB64,26,17.6,18.6,26,0,8.4,7.4,0,1,1
A0A5F5Y369,16.6,17.1,17.2,17.2,0.6,0.1,0,0,0,0
M3XFR1,21.7,19.7,21.5,21.7,0,2,0.2,0,1,0
A0A337SHC5,19.8,22.8,21.7,22.8,3,0,1.1,1,0,1
M3XGE7,20.8,21.6,20.6,21.6,0.8,0,1,0,0,0
A0A5F5XE10,25.7,21.7,22.5,25.7,0,4,3.2,0,1,1
A0A2I2UXR9,26.6,24.5,23.8,26.6,0,2.1,2.8,0,1,1
A0A341ZMF3,24,22.6,22.6,24,0,1.4,1.4,0,1,1
A0A2I2V3J5,19.4,21.3,21,21.3,1.9,0,0.3,1,0,0
A0A2I2UBB6,19.8,15.3,15.3,19.8,0,4.5,4.5,0,1,1
A0A337RWW9,23,18.8,18.3,23,0,4.2,4.7,0,1,1
A0A5F5XNZ1,24.1,23.1,22.7,24.1,0,1,1.4,0,1,1
M3WPV6,23.5,17.2,17.2,23.5,0,6.3,6.3,0,1,1
A0A5F5XHI0,21,15.6,16.6,21,0,5.4,4.4,0,1,1
A0A337S3R5,20.8,18.7,18.8,20.8,0,2.1,2,0,1,1
M3WV39,19.5,19.7,19.9,19.9,0.4,0.2,0,0,0,0
A0A5F5XFE9,16,11,10.5,16,0,5,5.5,0,1,1
A0A337SXF4,25.4,22,22.2,25.4,0,3.4,3.2,0,1,1
A0A5F5XYE2,14.8,17.2,17.6,17.6,2.8,0.4,0,1,0,0
A0A337S0K7,15.4,18.2,18.3,18.3,2.9,0.1,0,1,0,0
P55032,16.6,15.7,17.4,17.4,0.8,1.7,0,0,1,0
A0A5F5Y5F5,23.2,18.5,15.1,23.2,0,4.7,8.1,0,1,1
A0A3S6CJJ2,23.9,18.1,18,23.9,0,5.8,5.9,0,1,1
M3WI37,23.5,17.9,18.5,23.5,0,5.6,5,0,1,1
A0A5F5XUK2,12.8,12.1,12.3,12.8,0,0.7,0.5,0,0,0
A0A337SLC9,18.4,15.6,15.8,18.4,0,2.8,2.6,0,1,1
M3WCF8,21,15.5,15.6,21,0,5.5,5.4,0,1,1
A0A337S4A6,21.4,14.2,17.3,21.4,0,7.2,4.1,0,1,1
A0A337S0Y0,26,23.8,23,26,0,2.2,3,0,1,1
A0A2I2UHE7,20.5,14.4,13.8,20.5,0,6.1,6.7,0,1,1
M3WFQ7,27.2,20.7,21.3,27.2,0,6.5,5.9,0,1,1
A0A5F5XC23,16.1,14.4,13.5,16.1,0,1.7,2.6,0,1,1
A0A2I2V193,18.3,15.1,15.2,18.3,0,3.2,3.1,0,1,1
M3WE80,20.1,17.7,17.1,20.1,0,2.4,3,0,1,1
A0A337SNX4,23.9,22.4,23.6,23.9,0,1.5,0.3,0,1,0
M3WJI8,20.1,19.8,20.3,20.3,0.2,0.5,0,0,0,0
A0A2I2UAP2,22.5,21.9,22.4,22.5,0,0.6,0.1,0,0,0
M3WPT7,16.6,18.9,19.2,19.2,2.6,0.3,0,1,0,0
A0A2I2UW30,23.3,16.5,17.2,23.3,0,6.8,6.1,0,1,1
A0A337SL83,20.5,19.3,19.4,20.5,0,1.2,1.1,0,1,1
A0A337S8H7,29.5,20.3,20.4,29.5,0,9.2,9.1,0,1,1
A0A337SH59,25.5,18.5,19.3,25.5,0,7,6.2,0,1,1
A0A2I2U1C5,22.8,20.9,21.3,22.8,0,1.9,1.5,0,1,1
A0A2I2UHR0,18.4,18.5,18.5,18.5,0.1,0,0,0,0,0
A0A2I2U033,17.7,13.6,14,17.7,0,4.1,3.7,0,1,1
A0A337S3Q0,24.6,20,20.2,24.6,0,4.6,4.4,0,1,1
A0A5F5XC70,16.6,17.2,18.3,18.3,1.7,1.1,0,1,1,0
Q594P2,24.8,20,20,24.8,0,4.8,4.8,0,1,1
A0A2I2V455,30.9,20.6,21,30.9,0,10.3,9.9,0,1,1
A0A5F5XU62,21.8,15.8,16.3,21.8,0,6,5.5,0,1,1
M3WFH8,25.6,21.1,21.7,25.6,0,4.5,3.9,0,1,1
A0A337S914,18.1,19.4,19.5,19.5,1.4,0.1,0,1,0,0
A0A5F5XWA2,29.7,18.8,18.3,29.7,0,10.9,11.4,0,1,1
A0A2I2UVF9,26.2,19.9,20.3,26.2,0,6.3,5.9,0,1,1
A0A2I2UJV2,24.6,24.7,25.6,25.6,1,0.9,0,1,0,0
A0A337S4H2,20.4,19.3,19.2,20.4,0,1.1,1.2,0,1,1
A0A2I2V0Y5,25.9,21.3,21.4,25.9,0,4.6,4.5,0,1,1
A0A337S9P8,22.4,23.5,24.9,24.9,2.5,1.4,0,1,1,0
M3VZX9,20.6,18,16.4,20.6,0,2.6,4.2,0,1,1
A0A5F5Y4C0,18.7,10.9,11,18.7,0,7.8,7.7,0,1,1
A0A337RZV6,21.7,18.7,18.9,21.7,0,3,2.8,0,1,1
A0A5F5XXT2,27.1,21,21.4,27.1,0,6.1,5.7,0,1,1
A0A2I2U0E6,20.9,17.8,18.4,20.9,0,3.1,2.5,0,1,1
A0A5F5XLH0,26.1,19.8,19.5,26.1,0,6.3,6.6,0,1,1
A0A2I2UX82,24.5,19.3,18.6,24.5,0,5.2,5.9,0,1,1
A0A337S1S7,24.9,23.9,23.7,24.9,0,1,1.2,0,1,1
A0A2I2UTR9,22.4,20.6,20.1,22.4,0,1.8,2.3,0,1,1
M3X3Z7,21.8,19.2,18.3,21.8,0,2.6,3.5,0,1,1
A0A2I2UTY5,20.7,18.2,18.5,20.7,0,2.5,2.2,0,1,1
A0A337SBE9,24.4,20,21.6,24.4,0,4.4,2.8,0,1,1
A0A2I2UP60,25.4,23.1,23,25.4,0,2.3,2.4,0,1,1
A0A2I2U5Z9,25.1,20.3,20.9,25.1,0,4.8,4.2,0,1,1
A0A337SCS7,25.2,23,21.8,25.2,0,2.2,3.4,0,1,1
A0A337SMW2,23.7,19.7,19.9,23.7,0,4,3.8,0,1,1
A0A337S9P2,19.2,12.7,14.6,19.2,0,6.5,4.6,0,1,1
A0A5F5XC25,22,17.5,17.1,22,0,4.5,4.9,0,1,1
A0A2I2U4B5,19.5,16.2,16.3,19.5,0,3.3,3.2,0,1,1
M3X077,22.3,20.5,15.9,22.3,0,1.8,6.4,0,1,1
A0A2I2U0T9,20.2,17,16.3,20.2,0,3.2,3.9,0,1,1
A0A2I2UCH5,20.9,16.4,16.6,20.9,0,4.5,4.3,0,1,1
A0A2I2U310,21.3,17.1,17,21.3,0,4.2,4.3,0,1,1
M3X1L5,27.3,22.6,22.2,27.3,0,4.7,5.1,0,1,1
M3X5Z4,16.7,14,12.7,16.7,0,2.7,4,0,1,1
M3VXB4,15.2,10,14.4,15.2,0,5.2,0.8,0,1,0
A0A337S3Z8,17.8,14.7,15.3,17.8,0,3.1,2.5,0,1,1
A0A2I2UZY7,21.5,16,16,21.5,0,5.5,5.5,0,1,1
A0A337SMV4,21.6,20.6,20,21.6,0,1,1.6,0,1,1
A0A2I2U1J3,15.6,17.7,16.2,17.7,2.1,0,1.5,1,0,1
M3WN87,22.4,26.6,26.5,26.6,4.2,0,0.1,1,0,0
A0A2I2UU92,18.2,15.9,16.2,18.2,0,2.3,2,0,1,1
A0A337SMY8,17.7,16,15.5,17.7,0,1.7,2.2,0,1,1
A0A337S9F6,16.4,14.9,12,16.4,0,1.5,4.4,0,1,1
A0A5F5XIM5,19.6,21.1,21.7,21.7,2.1,0.6,0,1,0,0
A0A2I2UUB3,22.5,21.1,20.5,22.5,0,1.4,2,0,1,1
A0A2I2U1I4,21.7,15.3,16.2,21.7,0,6.4,5.5,0,1,1
M3W064,25.9,22,22,25.9,0,3.9,3.9,0,1,1
A0A2I2UTH6,22.1,19.9,20,22.1,0,2.2,2.1,0,1,1
A0A2I2UU60,21.3,17.4,17.2,21.3,0,3.9,4.1,0,1,1
A0A2I2ULA8,19.9,16.4,17.8,19.9,0,3.5,2.1,0,1,1
M3X0F5,25.4,20,20.5,25.4,0,5.4,4.9,0,1,1
A0A2I2ULL1,18.4,19,19.1,19.1,0.7,0.1,0,0,0,0
A0A2I2U0A2,22.8,22.1,21.9,22.8,0,0.7,0.9,0,0,0
M3WPJ4,16.3,15.6,16.8,16.8,0.5,1.2,0,0,1,0
M3VVG9,22.6,21.9,22.3,22.6,0,0.7,0.3,0,0,0
A0A337S4Z9,20.9,18.5,18.2,20.9,0,2.4,2.7,0,1,1
A0A337RWR2,20.4,16.9,17.5,20.4,0,3.5,2.9,0,1,1
A0A2I2UMJ9,22.5,19.3,19.7,22.5,0,3.2,2.8,0,1,1
A0A2I2UD00,17.9,13,13.8,17.9,0,4.9,4.1,0,1,1
A0A5F5Y561,22.5,19.3,19.2,22.5,0,3.2,3.3,0,1,1
A0A337SC03,19.5,19.3,19,19.5,0,0.2,0.5,0,0,0
M3XCN6,19.5,18.8,19.1,19.5,0,0.7,0.4,0,0,0
A0A337S9L8,21.1,18.9,19.3,21.1,0,2.2,1.8,0,1,1
M3WHA5,20.6,20.4,20.3,20.6,0,0.2,0.3,0,0,0
B0LSW3,21.3,19.1,19.4,21.3,0,2.2,1.9,0,1,1
M3WEF4,16.4,18.5,19.2,19.2,2.8,0.7,0,1,0,0
A0A337S9K0,22.6,20.9,21,22.6,0,1.7,1.6,0,1,1
A0A2I2UHQ6,24.6,20.3,20.2,24.6,0,4.3,4.4,0,1,1
A0A5F5XQL5,20.5,17,16.9,20.5,0,3.5,3.6,0,1,1
M3WYR7,19.4,15.6,15.8,19.4,0,3.8,3.6,0,1,1
A0A337STF2,22.2,18,18.1,22.2,0,4.2,4.1,0,1,1
A0A5F5XDU4,22.9,20.3,20.1,22.9,0,2.6,2.8,0,1,1
A0A5F5XDD6,21.4,18.4,18.8,21.4,0,3,2.6,0,1,1
A0A2I2U3P8,18.4,14.2,14.5,18.4,0,4.2,3.9,0,1,1
M3WBC6,21.9,17.7,18.1,21.9,0,4.2,3.8,0,1,1
A0A2I2UWU3,28.3,26.2,26.1,28.3,0,2.1,2.2,0,1,1
A0A337SKM2,17.4,15.9,15.1,17.4,0,1.5,2.3,0,1,1
A0A5F5XH49,19,16.1,16.3,19,0,2.9,2.7,0,1,1
A0A5F5XE18,22.5,19.4,19.2,22.5,0,3.1,3.3,0,1,1
A0A5F5XK05,26.6,24.3,24.2,26.6,0,2.3,2.4,0,1,1
M3W6K9,21.3,18.4,17.9,21.3,0,2.9,3.4,0,1,1
A0A5F5Y2C4,20.7,16.1,17.2,20.7,0,4.6,3.5,0,1,1
A0A337SNW6,13.7,21.7,22,22,8.3,0.3,0,1,0,0
M3WSQ5,14.5,15.9,16.7,16.7,2.2,0.8,0,1,0,0
A0A2I2UD44,25.2,26.3,26,26.3,1.1,0,0.3,1,0,0
A0A5F5Y1P9,25.3,25.3,24.5,25.3,0,0,0.8,0,0,0
M3XG34,20.6,16.4,17,20.6,0,4.2,3.6,0,1,1
M3VVR5,16.1,15.6,13.6,16.1,0,0.5,2.5,0,0,1
W5LV43,23.8,15.7,15.8,23.8,0,8.1,8,0,1,1
A0A5F5XER7,20.3,20.3,19,20.3,0,0,1.3,0,0,1
K7S0M4,20.2,18.8,19.2,20.2,0,1.4,1,0,1,0
M3WAV8,19.5,16,16.7,19.5,0,3.5,2.8,0,1,1
M3W0P6,22.1,15.4,15.9,22.1,0,6.7,6.2,0,1,1
M3WFY4,21.1,18.2,16.1,21.1,0,2.9,5,0,1,1
M3W668,21.1,19.4,19,21.1,0,1.7,2.1,0,1,1
M3W9X1,18.8,16.2,16.2,18.8,0,2.6,2.6,0,1,1
A0A2I2UBZ5,25.5,21.6,22.2,25.5,0,3.9,3.3,0,1,1
A0A5F5XK30,22.3,17.3,17.2,22.3,0,5,5.1,0,1,1
M3WVN7,19.3,15.7,15.7,19.3,0,3.6,3.6,0,1,1
A0A2I2ULZ1,25,20.1,20.3,25,0,4.9,4.7,0,1,1
A0A337RYP8,19.5,19.2,19.2,19.5,0,0.3,0.3,0,0,0
A0A2I2V340,23.9,22.9,22.5,23.9,0,1,1.4,0,1,1
A0A5F5XCK4,20.7,19.3,19.1,20.7,0,1.4,1.6,0,1,1
A0A2I2U2M1,21.9,21.4,21.7,21.9,0,0.5,0.2,0,0,0
M3WEL8,21.9,20.1,20.4,21.9,0,1.8,1.5,0,1,1
A0A337S381,20,13.2,13.5,20,0,6.8,6.5,0,1,1
A0A337S2Y5,19.6,18,17.6,19.6,0,1.6,2,0,1,1
A0A5F5XZL7,22.4,15.5,15.4,22.4,0,6.9,7,0,1,1
M3X9S4,19,12.2,11.9,19,0,6.8,7.1,0,1,1
A0A5F5XK20,19.8,18.1,18.6,19.8,0,1.7,1.2,0,1,1
M3WJN8,18.8,15.4,15.6,18.8,0,3.4,3.2,0,1,1
A0A2I2UJH0,23.3,19,19.1,23.3,0,4.3,4.2,0,1,1
M3X166,19.3,10.3,10,19.3,0,9,9.3,0,1,1
M3WZT2,14.4,17.6,18.8,18.8,4.4,1.2,0,1,1,0
M3WJ85,21.6,24.6,24.5,24.6,3,0,0.1,1,0,0
M3X816,24.5,19.8,19.9,24.5,0,4.7,4.6,0,1,1
A0A2I2V147,19.1,19.3,19.6,19.6,0.5,0.3,0,0,0,0
A0A2I2UJP1,24.1,18.6,18.5,24.1,0,5.5,5.6,0,1,1
M3WXF2,21.7,18.8,18.3,21.7,0,2.9,3.4,0,1,1
A0A5F5XJM9,24.9,21.1,21.4,24.9,0,3.8,3.5,0,1,1
A0A337SF63,19.3,16.2,19.2,19.3,0,3.1,0.1,0,1,0
M3W5Z6,30.4,25.4,25.7,30.4,0,5,4.7,0,1,1
A0A337S1V9,28.3,17,16.9,28.3,0,11.3,11.4,0,1,1
M3VWF4,26.2,13.7,13.7,26.2,0,12.5,12.5,0,1,1
M3X4Z4,19.8,22.5,24.4,24.4,4.6,1.9,0,1,1,0
A0A337SBR4,26.6,19.8,20.3,26.6,0,6.8,6.3,0,1,1
A0A337SAH5,22.7,17.9,19,22.7,0,4.8,3.7,0,1,1
A0A5F5XE98,19.8,17,16.4,19.8,0,2.8,3.4,0,1,1
A0A337RYU6,19.9,18.8,18.6,19.9,0,1.1,1.3,0,1,1
M3X3Z1,21.4,21.5,19.9,21.5,0.1,0,1.6,0,0,1
A0A337RYI0,18.8,18.2,19.2,19.2,0.4,1,0,0,1,0
P11979,22.9,20.8,20.7,22.9,0,2.1,2.2,0,1,1
M3X3D3,24.4,23.1,23.5,24.4,0,1.3,0.9,0,1,0
A0A5F5XCP1,20.2,22.4,22.4,22.4,2.2,0,0,1,0,0
A0A337S474,30.5,21.8,21.3,30.5,0,8.7,9.2,0,1,1
A0A337S388,22.4,17.6,18.3,22.4,0,4.8,4.1,0,1,1
A0A2I2UDS4,26.7,23.8,23.3,26.7,0,2.9,3.4,0,1,1
A0A5F5XE59,23.5,20.3,20.1,23.5,0,3.2,3.4,0,1,1
M3X3T9,27.4,28,28,28,0.6,0,0,0,0,0
M3VU17,17.9,17.4,17.1,17.9,0,0.5,0.8,0,0,0
A0A2I2UIC2,21.8,20.3,20.8,21.8,0,1.5,1,0,1,0
A0A2I2U3Y6,20.2,22.6,21.3,22.6,2.4,0,1.3,1,0,1
M3WCF9,20.5,18.2,18.8,20.5,0,2.3,1.7,0,1,1
A0A337SP16,21.9,20.5,20.4,21.9,0,1.4,1.5,0,1,1
A0A5F5Y1Y2,21,16.6,17.4,21,0,4.4,3.6,0,1,1
M3WG01,24.4,21.7,21.9,24.4,0,2.7,2.5,0,1,1
M3VU38,18.8,18.8,18.4,18.8,0,0,0.4,0,0,0
M3WKB5,23.3,18.3,18.3,23.3,0,5,5,0,1,1
M3W6S5,14.2,12,12.3,14.2,0,2.2,1.9,0,1,1
A0A5F5XX38,20.5,19.1,19.6,20.5,0,1.4,0.9,0,1,0
A0A5F5XE19,25.4,21.5,21.6,25.4,0,3.9,3.8,0,1,1
A0A2I2UU74,24.4,29.8,29.9,29.9,5.5,0.1,0,1,0,0
M3WTQ9,21.4,22.4,22.5,22.5,1.1,0.1,0,1,0,0
A0A5F5XSY1,22,24.3,27.2,27.2,5.2,2.9,0,1,1,0
A0A0A0MPZ9,21.3,17.3,17.8,21.3,0,4,3.5,0,1,1
Q8HXS3,23.5,21.8,22.1,23.5,0,1.7,1.4,0,1,1
A0A2I2UBH3,22,20.3,19.9,22,0,1.7,2.1,0,1,1
A0A2I2V3I6,22,17.3,16.5,22,0,4.7,5.5,0,1,1
A0A2I2V4A6,16.5,16.9,16.5,16.9,0.4,0,0.4,0,0,0
A0A2I2V332,18.6,22.6,17.7,22.6,4,0,4.9,1,0,1
A0A337SU18,19.3,14.5,14.9,19.3,0,4.8,4.4,0,1,1
A0A5F5XW18,19.7,20.2,19.5,20.2,0.5,0,0.7,0,0,0
A0A2I2UW10,24,21,21.2,24,0,3,2.8,0,1,1
A0A2I2UQ65,23.8,20.3,20.9,23.8,0,3.5,2.9,0,1,1
A0A2I2UZE5,23.6,22,22.4,23.6,0,1.6,1.2,0,1,1
