Entry,Urine,Plasma,Serum,Max,DeltaUrine,DeltaPlasma,DeltaSerum,FlagUrine,FlagPlasma,FlagSerum
M3WBR7,14.6,15.5,14.6,15.5,0.9,0,0.9,0,0,0
M3W5X2,24,13.2,15.4,24,0,10.8,8.6,0,1,1
A0A337S0Q7,18,12.5,11.8,18,0,5.5,6.2,0,1,1
A0A5F5XDF0,22,21.6,21.4,22,0,0.4,0.6,0,0,0
M3WP30,18.2,16.3,15.7,18.2,0,1.9,2.5,0,1,1
M3WSW8,21.1,11.5,12.5,21.1,0,9.6,8.6,0,1,1
A0A5F5XZP8,31.7,19,19.6,31.7,0,12.7,12.1,0,1,1
A0A5F5XRV1,20.7,18.7,17.7,20.7,0,2,3,0,1,1
A0A2I2U348,18.6,11.1,10.4,18.6,0,7.5,8.2,0,1,1
M3W8X2,20.7,17.6,17.2,20.7,0,3.1,3.5,0,1,1
M3WTN0,16.3,17.1,17.1,17.1,0.8,0,0,0,0,0
A0A2I2UFV7,26.4,23,23.2,26.4,0,3.4,3.2,0,1,1
A0A2I2UUG3,22.7,19.9,20.6,22.7,0,2.8,2.1,0,1,1
A0A2I2UQD4,20.9,18,17.6,20.9,0,2.9,3.3,0,1,1
A0A5F5XSD6,20.7,19.9,19,20.7,0,0.8,1.7,0,0,1
A0A2I2V223,16.9,12.6,12.8,16.9,0,4.3,4.1,0,1,1
A0A337SE86,24.4,21.4,22,24.4,0,3,2.4,0,1,1
A0A5F5Y208,18.4,17.5,17.9,18.4,0,0.9,0.5,0,0,0
A0A337SN48,20.8,17.5,16.9,20.8,0,3.3,3.9,0,1,1
A0A337S3S3,19.7,19.1,19.8,19.8,0.1,0.7,0,0,0,0
A0A337SCZ0,19.5,14.3,14.1,19.5,0,5.2,5.4,0,1,1
M3X9A1,22.7,20,20.2,22.7,0,2.7,2.5,0,1,1
A0A2I2URE8,16.3,14.9,15.7,16.3,0,1.4,0.6,0,1,0
A0A2I2U057,21.2,20.2,20.4,21.2,0,1,0.8,0,1,0
A0A2I2UY85,18.2,18.7,19.7,19.7,1.5,1,0,1,1,0
A0A5F5XI45,13.9,16.4,16,16.4,2.5,0,0.4,1,0,0
A0A337RXS4,23.6,22,21.6,23.6,0,1.6,2,0,1,1
A0A337RUS6,23.1,16.4,19,23.1,0,6.7,4.1,0,1,1
A0A2I2UQM8,21,18.6,21.3,21.3,0.3,2.7,0,0,1,0
A0A337SU32,22.8,21.9,22.4,22.8,0,0.9,0.4,0,0,0
A0A337SC81,18.2,17.6,17.9,18.2,0,0.6,0.3,0,0,0
M3VUZ7,23.4,20.1,18.6,23.4,0,3.3,4.8,0,1,1
A0A2I2UDW9,20.5,20.2,21,21,0.5,0.8,0,0,0,0
A0A2I2UB49,22.8,21.1,19.3,22.8,0,1.7,3.5,0,1,1
M3WPX9,18.1,17.9,18.2,18.2,0.1,0.3,0,0,0,0
A0A337SAI4,22.7,23.9,21.6,23.9,1.2,0,2.3,1,0,1
M3WEV9,28.1,31.3,31.3,31.3,3.2,0,0,1,0,0
A0A337S1Z7,21.9,23.4,19.2,23.4,1.5,0,4.2,1,0,1
A0A2I2U1M4,21.5,22.1,22.6,22.6,1.1,0.5,0,1,0,0
A0A2I2UVC7,20.2,18.1,18.1,20.2,0,2.1,2.1,0,1,1
A0A2I2UZ20,20.8,18.7,18.4,20.8,0,2.1,2.4,0,1,1
A0A2I2UXF6,17.7,16.7,16,17.7,0,1,1.7,0,1,1
A0A2I2UBF3,20.1,20,20.3,20.3,0.2,0.3,0,0,0,0
A0A5F5XDY3,20.4,14.6,14.2,20.4,0,5.8,6.2,0,1,1
A0A2I2UAT5,23,19.5,19.4,23,0,3.5,3.6,0,1,1
A0A5F5XBV5,22.3,17.6,17.9,22.3,0,4.7,4.4,0,1,1
M3X4Y2,22.4,18.7,18.8,22.4,0,3.7,3.6,0,1,1
A0A337RU81,23.1,19.8,20.7,23.1,0,3.3,2.4,0,1,1
A0A2I2V2Q8,17.6,16.2,17.2,17.6,0,1.4,0.4,0,1,0
A0A2I2V0W1,20.9,19.9,19.1,20.9,0,1,1.8,0,1,1
P63052,26.8,22.1,22.1,26.8,0,4.7,4.7,0,1,1
A0A2I2UFV8,23.7,16.4,16.3,23.7,0,7.3,7.4,0,1,1
A0A337S307,16.2,13.5,14.9,16.2,0,2.7,1.3,0,1,1
M3X7A8,20.7,13.8,14.1,20.7,0,6.9,6.6,0,1,1
M3VWB5,21.1,21.1,21.1,21.1,0,0,0,0,0,0
M3W230,32.3,21.1,21.2,32.3,0,11.2,11.1,0,1,1
A0A337S3Y7,17.2,15.1,14.8,17.2,0,2.1,2.4,0,1,1
M3WUK1,19.1,12,10.5,19.1,0,7.1,8.6,0,1,1
A0A5F5XVJ0,17.2,16.5,14.5,17.2,0,0.7,2.7,0,0,1
A0A5F5XS01,18.1,17.5,18,18.1,0,0.6,0.1,0,0,0
A0A2I2U2G1,13.8,13.8,12.9,13.8,0,0,0.9,0,0,0
A0A5F5Y2F0,21.5,17.6,17.5,21.5,0,3.9,4,0,1,1
M3WEQ2,26.6,20,19.7,26.6,0,6.6,6.9,0,1,1
M3WIA9,20.8,21.1,21.4,21.4,0.6,0.3,0,0,0,0
A0A337RXZ6,27.8,24.2,24,27.8,0,3.6,3.8,0,1,1
M3WED4,25.4,20.7,20.6,25.4,0,4.7,4.8,0,1,1
A0A2I2UH10,17.1,15.6,14.9,17.1,0,1.5,2.2,0,1,1
M3VW05,19.6,18.8,18.2,19.6,0,0.8,1.4,0,0,1
A0A2I2UXU4,23.5,23.3,23.7,23.7,0.2,0.4,0,0,0,0
M3X2J1,23.5,19.6,20,23.5,0,3.9,3.5,0,1,1
A0A2I2V1K5,21,17.3,17.6,21,0,3.7,3.4,0,1,1
M3VYE6,23.8,23,22.4,23.8,0,0.8,1.4,0,0,1
A0A2I2U8W9,24.1,21.4,21.7,24.1,0,2.7,2.4,0,1,1
A0A337SUD5,19.1,14.3,14.7,19.1,0,4.8,4.4,0,1,1
A0A2I2UCX4,18,11.7,11.5,18,0,6.3,6.5,0,1,1
M3W8U6,26.7,21.9,21.7,26.7,0,4.8,5,0,1,1
A0A5F5XTH2,23.4,25,24.8,25,1.6,0,0.2,1,0,0
A0A2I2UUX6,24,25.5,25.6,25.6,1.6,0.1,0,1,0,0
A0A337S0D4,20.7,22.9,23,23,2.3,0.1,0,1,0,0
A0A5F5XLU4,21.8,18.8,17.9,21.8,0,3,3.9,0,1,1
A0A5F5XLV1,21.3,17.6,17.8,21.3,0,3.7,3.5,0,1,1
A0A337SIC4,19.4,18.3,17.2,19.4,0,1.1,2.2,0,1,1
A0A5F5XEZ3,22.2,17.2,17.4,22.2,0,5,4.8,0,1,1
A0A5F5XGU3,22.6,21.3,21.1,22.6,0,1.3,1.5,0,1,1
A0A2I2UFC7,19,16.6,16.3,19,0,2.4,2.7,0,1,1
A0A5F5XWJ8,19.9,19.6,18.9,19.9,0,0.3,1,0,0,0
A0A337SJF6,20.2,19,18.3,20.2,0,1.2,1.9,0,1,1
A0A2I2UNJ3,24,21.5,20.5,24,0,2.5,3.5,0,1,1
M3WXF7,21,19,19.4,21,0,2,1.6,0,1,1
A0A5F5XJU3,21.1,17.3,18,21.1,0,3.8,3.1,0,1,1
M3WEH0,20.5,15.4,16,20.5,0,5.1,4.5,0,1,1
M3XCE8,18.1,15.1,15.7,18.1,0,3,2.4,0,1,1
A0A337S1D0,21.8,21,21.2,21.8,0,0.8,0.6,0,0,0
M3W9I5,27.5,27.6,27.6,27.6,0.1,0,0,0,0,0
M3WSQ2,19,17.3,17.7,19,0,1.7,1.3,0,1,1
M3XCS6,19.6,17.9,18.2,19.6,0,1.7,1.4,0,1,1
A0A061DD19,22.7,22.6,22.9,22.9,0.2,0.3,0,0,0,0
A0A337S7R6,15.8,15.7,13.5,15.8,0,0.1,2.3,0,0,1
M3W7M9,15.5,14.2,14.2,15.5,0,1.3,1.3,0,1,1
A0A2I2UEP1,21.7,21.7,21.8,21.8,0.1,0.1,0,0,0,0
A0A5F5XN85,19.9,20.2,19.6,20.2,0.3,0,0.6,0,0,0
A0A337SCH3,27.9,14.7,16.2,27.9,0,13.2,11.7,0,1,1
M3W8X1,16.9,12.6,14.8,16.9,0,4.3,2.1,0,1,1
M3VVC0,20.1,14.7,14,20.1,0,5.4,6.1,0,1,1
M3VZR2,22.4,24.1,23.8,24.1,1.7,0,0.3,1,0,0
A0A5F5XCJ6,28.1,16.4,17.4,28.1,0,11.7,10.7,0,1,1
M3WFK3,20.6,19.8,21,21,0.4,1.2,0,0,1,0
A0A337SCS9,23.4,20.2,20.5,23.4,0,3.2,2.9,0,1,1
M3VWG1,20.8,20.1,20.4,20.8,0,0.7,0.4,0,0,0
A0A5F5XZJ4,21.8,19.3,20.2,21.8,0,2.5,1.6,0,1,1
M3WVC7,22.5,19.7,19.3,22.5,0,2.8,3.2,0,1,1
A0A5K1VG18,20.2,15,14.2,20.2,0,5.2,6,0,1,1
A0A2I2UTC5,15.7,20.4,20.2,20.4,4.7,0,0.2,1,0,0
A0A5F5XBP5,20.5,19.3,22.4,22.4,1.9,3.1,0,1,1,0
A0A337SLM1,27,26.5,26.4,27,0,0.5,0.6,0,0,0
M3WPT0,26.4,25.5,25.5,26.4,0,0.9,0.9,0,0,0
A0A2I2UXF5,24.5,23.3,23.3,24.5,0,1.2,1.2,0,1,1
A0A5F5XU81,28.5,21.4,22.7,28.5,0,7.1,5.8,0,1,1
A0A2I2U5G8,25.7,26.1,25.5,26.1,0.4,0,0.6,0,0,0
A0A5F5XGI8,22.4,16.6,16.9,22.4,0,5.8,5.5,0,1,1
A0A5F5Y249,22.8,23.1,23.1,23.1,0.3,0,0,0,0,0
A0A291NGR0,25.8,21.5,21.8,25.8,0,4.3,4,0,1,1
A0A337S3R0,27.4,26.2,26.2,27.4,0,1.2,1.2,0,1,1
A0A5F5XER5,25.5,29.4,29.5,29.5,4,0.1,0,1,0,0
A0A5F5XL80,25.9,29.1,29.2,29.2,3.3,0.1,0,1,0,0
A0A291NH43,15.5,17.9,16.7,17.9,2.4,0,1.2,1,0,1
A0A2I2V2Y7,26.5,23.7,23.4,26.5,0,2.8,3.1,0,1,1
A0A2I2ULZ3,25.3,18,19.7,25.3,0,7.3,5.6,0,1,1
M3W0R2,22.3,15.6,15.1,22.3,0,6.7,7.2,0,1,1
A0A337SP31,20.6,18.3,18.7,20.6,0,2.3,1.9,0,1,1
T2HUL6,18.1,20.1,19.8,20.1,2,0,0.3,1,0,0
A0A291NH71,28.2,25.3,26,28.2,0,2.9,2.2,0,1,1
A0A291NH36,31.7,29.9,30.1,31.7,0,1.8,1.6,0,1,1
A0A291NH39,20.8,20.5,19.5,20.8,0,0.3,1.3,0,0,1
A0A976N0B1,24.6,19.3,19.7,24.6,0,5.3,4.9,0,1,1
M3X050,23,19.7,19.8,23,0,3.3,3.2,0,1,1
A0A291NGR2,26.7,21.2,22.2,26.7,0,5.5,4.5,0,1,1
A0A2I2V460,23.4,20.6,21.1,23.4,0,2.8,2.3,0,1,1
A0A337SE59,22.1,19.2,18.8,22.1,0,2.9,3.3,0,1,1
A0A291NGW6,16.4,17.8,17.6,17.8,1.4,0,0.2,1,0,0
A0A291NGQ8,32,26.9,27.2,32,0,5.1,4.8,0,1,1
A0A291NH16,23,20.7,20.3,23,0,2.3,2.7,0,1,1
A0A291NHD0,30.3,31.2,31.4,31.4,1.1,0.2,0,1,0,0
A0A291NH41,19.4,16.4,17.1,19.4,0,3,2.3,0,1,1
M3X5X6,25,22.5,22.4,25,0,2.5,2.6,0,1,1
A0A291NGT6,25.1,24.1,23.9,25.1,0,1,1.2,0,1,1
A0A2I2UCP1,24.1,14,14.6,24.1,0,10.1,9.5,0,1,1
A0A5F5Y223,25.3,22.3,22,25.3,0,3,3.3,0,1,1
A0A2I2U526,21.2,18.3,18.7,21.2,0,2.9,2.5,0,1,1
A0A5F5XCZ4,24.4,26.7,26.6,26.7,2.3,0,0.1,1,0,0
A0A337SKT0,20,18.8,19,20,0,1.2,1,0,1,0
A0A2I2UN09,26.3,26.5,26.6,26.6,0.3,0.1,0,0,0,0
A0A5F5XS16,21.8,17.1,16.1,21.8,0,4.7,5.7,0,1,1
A0A291NH33,28.8,27.7,28.1,28.8,0,1.1,0.7,0,1,0
A0A5F5XWJ9,19.6,18.3,18,19.6,0,1.3,1.6,0,1,1
A0A291NH74,28.1,26.3,26.1,28.1,0,1.8,2,0,1,1
M3X7R1,24.6,22.6,22.7,24.6,0,2,1.9,0,1,1
A0A337S7U4,27.7,28.1,28.6,28.6,0.9,0.5,0,0,0,0
T2HUV9,24.2,21.7,21.6,24.2,0,2.5,2.6,0,1,1
A0A337SA19,19.3,20.2,19.3,20.2,0.9,0,0.9,0,0,0
A0A5F5XRP7,20.3,16.6,16.6,20.3,0,3.7,3.7,0,1,1
A0A291NH73,25.5,22.8,23,25.5,0,2.7,2.5,0,1,1
A0A5F5XZ87,25,22,21.9,25,0,3,3.1,0,1,1
A0A2I2V5I2,25.4,21.7,22,25.4,0,3.7,3.4,0,1,1
A0A2I2UC18,21.6,18,18.3,21.6,0,3.6,3.3,0,1,1
A0A2I2ULR9,23.5,20.8,20.8,23.5,0,2.7,2.7,0,1,1
A0A291NGT2,25.1,24.3,24.1,25.1,0,0.8,1,0,0,0
A0A2I2U5M6,16.4,17.7,18.2,18.2,1.8,0.5,0,1,0,0
A0A337SFW4,19.1,15.2,14.6,19.1,0,3.9,4.5,0,1,1
A0A291NH67,27.1,25.8,26.2,27.1,0,1.3,0.9,0,1,0
A0A337S672,20.1,16.6,17.8,20.1,0,3.5,2.3,0,1,1
A0A5F5Y4V7,22.7,22.1,22.3,22.7,0,0.6,0.4,0,0,0
A0A5F5XUA3,19.3,20.8,21.3,21.3,2,0.5,0,1,0,0
A0A2I2UR81,23.2,19.6,20.1,23.2,0,3.6,3.1,0,1,1
A0A2I2U1K0,24.1,22.5,22.9,24.1,0,1.6,1.2,0,1,1
A0A291NHD9,29.6,30.5,30.7,30.7,1.1,0.2,0,1,0,0
A0A291NH87,26.6,24.6,24.8,26.6,0,2,1.8,0,1,1
A0A337SLR6,24.3,15.8,16,24.3,0,8.5,8.3,0,1,1
M3XE23,20.3,16.8,17.2,20.3,0,3.5,3.1,0,1,1
A0A291NH84,19.2,17.2,17.6,19.2,0,2,1.6,0,1,1
A0A291NHB4,24.5,22.8,23,24.5,0,1.7,1.5,0,1,1
A0A337S804,24.5,22.1,22.5,24.5,0,2.4,2,0,1,1
A0A2I2U6W9,22.1,18.4,17.7,22.1,0,3.7,4.4,0,1,1
A0A5F5XCM1,25.5,22.3,22,25.5,0,3.2,3.5,0,1,1
A0A337S723,22.9,18.6,18.7,22.9,0,4.3,4.2,0,1,1
A0A291NH77,29.4,27,27.4,29.4,0,2.4,2,0,1,1
A0A5F5XIJ2,18.3,20.1,19.8,20.1,1.8,0,0.3,1,0,0
A0A291NGY8,22.5,22.2,22.3,22.5,0,0.3,0.2,0,0,0
M3WIA6,21.4,21.7,21.6,21.7,0.3,0,0.1,0,0,0
A0A291NGZ4,29.7,27.3,27.5,29.7,0,2.4,2.2,0,1,1
A0A5F5XKA4,19.5,22.9,22.5,22.9,3.4,0,0.4,1,0,0
A0A291NHC4,22.4,21.3,20.9,22.4,0,1.1,1.5,0,1,1
A0A291NHA5,25.1,23.6,23.5,25.1,0,1.5,1.6,0,1,1
A0A291NHG6,22.8,25.2,26,26,3.2,0.8,0,1,0,0
A0A291NGZ9,24.8,23,23.7,24.8,0,1.8,1.1,0,1,1
A0A337RXE8,23.5,22.6,23.2,23.5,0,0.9,0.3,0,0,0
A0A5F5XT84,19,17.7,18.6,19,0,1.3,0.4,0,1,0
A0A291NHE9,23,24.7,24.6,24.7,1.7,0,0.1,1,0,0
A0A291NHA8,23.5,21.3,21.9,23.5,0,2.2,1.6,0,1,1
A0A291NGT3,24.5,24.3,24.2,24.5,0,0.2,0.3,0,0,0
A0A291NH42,20.4,18.8,19.7,20.4,0,1.6,0.7,0,1,0
A0A5F5XMZ4,23.2,18,18.5,23.2,0,5.2,4.7,0,1,1
A0A337S4X8,19.7,17.9,17.9,19.7,0,1.8,1.8,0,1,1
Q9J054,17.1,19.8,19.6,19.8,2.7,0,0.2,1,0,0
A0A2I2UI16,23.5,22.2,22.5,23.5,0,1.3,1,0,1,0
A0A5F5XM97,22.8,27,27.2,27.2,4.4,0.2,0,1,0,0
A0A5F5Y205,22.6,20.8,20.2,22.6,0,1.8,2.4,0,1,1
O97640,19,24.1,16.7,24.1,5.1,0,7.4,1,0,1
A0A291NH85,25.3,23.6,23,25.3,0,1.7,2.3,0,1,1
A0A5F5Y0U4,21.4,16.3,15.3,21.4,0,5.1,6.1,0,1,1
A0A291NH29,19.1,16.9,17,19.1,0,2.2,2.1,0,1,1
A0A5F5XZG6,22.2,20.5,19.9,22.2,0,1.7,2.3,0,1,1
M1PYE6,19.6,17.6,18.1,19.6,0,2,1.5,0,1,1
A0A337SA21,17.1,13.2,13.3,17.1,0,3.9,3.8,0,1,1
A0A337S1X7,23.5,22.6,22.7,23.5,0,0.9,0.8,0,0,0
A0A291NH90,22.3,19.6,20,22.3,0,2.7,2.3,0,1,1
M3XG70,19.2,16.6,16.7,19.2,0,2.6,2.5,0,1,1
A0A291NGT9,21.2,20.2,20,21.2,0,1,1.2,0,1,1
A0A291NH93,24.9,22.8,23,24.9,0,2.1,1.9,0,1,1
A0A291NGW2,12.5,16.9,16.6,16.9,4.4,0,0.3,1,0,0
A9NJ73,19.9,18.8,19,19.9,0,1.1,0.9,0,1,0
A0A291NH95,22.1,22.2,21.4,22.2,0.1,0,0.8,0,0,0
A0A291NGX0,15,15.3,14.9,15.3,0.3,0,0.4,0,0,0
A0A291NH81,25.6,23.1,23.5,25.6,0,2.5,2.1,0,1,1
A0A337SDR6,18.5,18.3,18.8,18.8,0.3,0.5,0,0,0,0
A0A291NHA0,24.6,22.1,21.9,24.6,0,2.5,2.7,0,1,1
A0A5F5XCM6,21.5,20.5,20.7,21.5,0,1,0.8,0,1,0
A0A291NH00,20,19.7,19.9,20,0,0.3,0.1,0,0,0
A0A291NHA9,22,20.2,20.3,22,0,1.8,1.7,0,1,1
A0A291NGZ6,27.8,25.5,25.6,27.8,0,2.3,2.2,0,1,1
A0A291NH96,20.5,20.9,18.9,20.9,0.4,0,2,0,0,1
A0A291NHC0,20.4,21.4,21.5,21.5,1.1,0.1,0,1,0,0
A0A291NHA2,27.5,25.2,25,27.5,0,2.3,2.5,0,1,1
A0A291NHB8,21.5,24.6,24.6,24.6,3.1,0,0,1,0,0
A0A5F5Y006,16,20.9,21.9,21.9,5.9,1,0,1,1,0
A0A291NGV1,21,20.3,20.3,21,0,0.7,0.7,0,0,0
A0A291NGW5,20,18.2,18.3,20,0,1.8,1.7,0,1,1
A0A291NH02,19.9,21,21.4,21.4,1.5,0.4,0,1,0,0
A0A291NGY1,24.8,24.3,24.1,24.8,0,0.5,0.7,0,0,0
A0A291NGU6,24.2,23.7,23.1,24.2,0,0.5,1.1,0,0,1
A0A291NGU9,19.9,19.5,19.4,19.9,0,0.4,0.5,0,0,0
A0A291NGW9,22.7,21.9,22,22.7,0,0.8,0.7,0,0,0
A0A291NGT1,29,28.6,28.9,29,0,0.4,0.1,0,0,0
A0A337SA37,21.3,17.7,18,21.3,0,3.6,3.3,0,1,1
A0A4P2TLQ8,22.3,11.4,10,22.3,0,10.9,12.3,0,1,1
A0A2I2UM04,22.1,20.9,20.7,22.1,0,1.2,1.4,0,1,1
M3VU82,19.2,19.5,21,21,1.8,1.5,0,1,1,0
M3XDV4,22.9,21.6,21.9,22.9,0,1.3,1,0,1,0
A0A291NHA1,24.4,22.1,22.4,24.4,0,2.3,2,0,1,1
A0A291NGU8,23.8,23.3,22.7,23.8,0,0.5,1.1,0,0,1
A0A291NH80,25.2,23.5,23.6,25.2,0,1.7,1.6,0,1,1
E3UTY8,23.2,19.6,19.5,23.2,0,3.6,3.7,0,1,1
A0A291NH69,21.8,18.8,17.8,21.8,0,3,4,0,1,1
M3VU84,20.8,22.7,21.9,22.7,1.9,0,0.8,1,0,0
A0A291NH98,22.9,21.6,22.1,22.9,0,1.3,0.8,0,1,0
A0A291NH32,21.4,19.7,19.8,21.4,0,1.7,1.6,0,1,1
A0A291NH99,22.9,22,22,22.9,0,0.9,0.9,0,0,0
A0A5F5XVX5,19.7,19.1,19.5,19.7,0,0.6,0.2,0,0,0
M3XG22,23.5,21.9,21.9,23.5,0,1.6,1.6,0,1,1
A0A291NH94,21.2,15.9,17.5,21.2,0,5.3,3.7,0,1,1
A0A291NH23,22.7,21,21.1,22.7,0,1.7,1.6,0,1,1
A0A2I2UNI7,18.5,20.8,21.7,21.7,3.2,0.9,0,1,0,0
A0A291NGV6,20,20.6,20.3,20.6,0.6,0,0.3,0,0,0
A0A291NGX3,23.1,21.7,22,23.1,0,1.4,1.1,0,1,1
A0A5F5XYD4,17.1,12.5,13,17.1,0,4.6,4.1,0,1,1
A0A291NGU3,27.1,26.5,26.1,27.1,0,0.6,1,0,0,0
A0A291NGW1,20,21.4,21.3,21.4,1.4,0,0.1,1,0,0
A0A291NGZ5,19.1,18.7,18.8,19.1,0,0.4,0.3,0,0,0
A0A291NHB2,21.5,18.8,19.9,21.5,0,2.7,1.6,0,1,1
A0A291NGU1,19.8,19.5,19.3,19.8,0,0.3,0.5,0,0,0
A0A5F5XTV7,19.4,15.8,18.1,19.4,0,3.6,1.3,0,1,1
A0A291NH88,26.4,23.8,23.9,26.4,0,2.6,2.5,0,1,1
A0A291NGX9,24.7,23.7,23.2,24.7,0,1,1.5,0,1,1
A0A5F5Y0A1,20.4,16,17.5,20.4,0,4.4,2.9,0,1,1
A0A291NH89,25.4,22.8,23.1,25.4,0,2.6,2.3,0,1,1
A0A291NH13,24.7,24.2,24.1,24.7,0,0.5,0.6,0,0,0
A0A291NGZ0,17.4,16.8,17,17.4,0,0.6,0.4,0,0,0
A0A291NGW0,17,18.2,18.3,18.3,1.3,0.1,0,1,0,0
A0A2I2UYJ1,18.2,12.8,12.2,18.2,0,5.4,6,0,1,1
A0A291NH06,21.6,19.6,19.6,21.6,0,2,2,0,1,1
A0A337S8X8,21.3,17.1,17.3,21.3,0,4.2,4,0,1,1
A0A291NGZ3,19.4,17.1,16.6,19.4,0,2.3,2.8,0,1,1
A0A291NH97,22.7,23.3,23.3,23.3,0.6,0,0,0,0,0
A0A291NGW7,24.2,23.4,23.5,24.2,0,0.8,0.7,0,0,0
A0A337SEH4,19.9,15.6,15.5,19.9,0,4.3,4.4,0,1,1
A0A2I2UTJ7,18.8,17.9,16.7,18.8,0,0.9,2.1,0,0,1
A0A291NH59,29.3,27,27.1,29.3,0,2.3,2.2,0,1,1
A0A5F5XIG1,24.8,20.8,20.8,24.8,0,4,4,0,1,1
A0A291NGX1,25,25.5,25.5,25.5,0.5,0,0,0,0,0
A0A2I2UC78,17.1,16.4,16.6,17.1,0,0.7,0.5,0,0,0
A0A291NGS0,19.2,19,19.7,19.7,0.5,0.7,0,0,0,0
A0A291NH78,23.3,22.5,22.9,23.3,0,0.8,0.4,0,0,0
A0A291NHB1,24.8,22.7,23.1,24.8,0,2.1,1.7,0,1,1
A0A337S574,19,16.3,16.8,19,0,2.7,2.2,0,1,1
A0A291NGX5,23.6,23.1,23.4,23.6,0,0.5,0.2,0,0,0
A0A5F5XP86,20.3,19.7,20,20.3,0,0.6,0.3,0,0,0
A0A291NGT7,22.1,23.6,23.9,23.9,1.8,0.3,0,1,0,0
A0A337SPY8,22.3,15.3,14.8,22.3,0,7,7.5,0,1,1
A0A337SNS0,19.3,17.6,17.8,19.3,0,1.7,1.5,0,1,1
A0A337SNT6,18.8,16.4,16.5,18.8,0,2.4,2.3,0,1,1
A0A291NGZ7,19.9,19.4,19.7,19.9,0,0.5,0.2,0,0,0
A0A2I2U998,19.1,17.5,17.4,19.1,0,1.6,1.7,0,1,1
A0A291NHB5,18.8,18,16.8,18.8,0,0.8,2,0,0,1
A0A291NGY4,23.6,22.7,22.5,23.6,0,0.9,1.1,0,0,1
A0A291NH86,19.9,18.9,19.2,19.9,0,1,0.7,0,1,0
A0A291NHA6,18.6,19.3,19.2,19.3,0.7,0,0.1,0,0,0
A0A291NGT5,25.1,23.6,23.5,25.1,0,1.5,1.6,0,1,1
A0A2I2U5I7,21,17.1,17,21,0,3.9,4,0,1,1
A0A291NH27,19,18.2,18.5,19,0,0.8,0.5,0,0,0
B5LX42,18.8,19.1,18.6,19.1,0.3,0,0.5,0,0,0
A0A5F5Y6H2,19,17.5,18.6,19,0,1.5,0.4,0,1,0
A0A291NH92,22,22.2,22.4,22.4,0.4,0.2,0,0,0,0
A0A5F5XI16,21.6,14.7,16.5,21.6,0,6.9,5.1,0,1,1
A0A2I2URM2,19.4,14.8,15.2,19.4,0,4.6,4.2,0,1,1
A0A5F5XFA5,19.3,18.9,18.7,19.3,0,0.4,0.6,0,0,0
A0A291NGS9,23.3,18.2,18.4,23.3,0,5.1,4.9,0,1,1
A0A2I2UJ66,16.4,14.9,15.2,16.4,0,1.5,1.2,0,1,1
A0A337SA71,26.1,25.5,25.7,26.1,0,0.6,0.4,0,0,0
A0A2I2U8P7,22.3,18.5,18.8,22.3,0,3.8,3.5,0,1,1
A0A291NHD4,19.9,19.5,18.3,19.9,0,0.4,1.6,0,0,1
A0A5F5XIK4,18.3,20.5,20.9,20.9,2.6,0.4,0,1,0,0
A0A291NH79,22.4,20.7,21.1,22.4,0,1.7,1.3,0,1,1
A0A291NGT4,19.9,18.9,18.9,19.9,0,1,1,0,1,0
